,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value
156,2023-01-25 17:32:30,2023-01-23,INTA,"Intapp, Inc.",Moran Charles E,Dir,S - Sale,$30.00,-1600,349785,0%,"-$48,000"
157,2023-01-25 17:31:48,2023-01-23,FIVN,"Five9, Inc.",Alexy Kimberly,Dir,S - Sale+OE,$75.00,-7500,11117,-40%,"-$562,500"
158,2023-01-25 17:29:23,2023-01-23,FIVN,"Five9, Inc.",Burkland Daniel P.,"Pres, Chief Revenue Officer",S - Sale+OE,$75.06,-43223,116616,-27%,"-$3,244,301"
159,2023-01-25 17:29:16,2023-01-23,ZYNE,"Zynerba Pharmaceuticals, Inc.",Sebree Terri B,Pres,S - Sale,$0.60,-24661,513204,-5%,"-$14,742"
160,2023-01-25 17:28:20,2023-01-23,ZYNE,"Zynerba Pharmaceuticals, Inc.",Fickenscher James E,CFO,S - Sale,$0.60,-17769,324736,-5%,"-$10,622"
161,2023-01-25 17:26:10,2023-01-23,ZYNE,"Zynerba Pharmaceuticals, Inc.",Rosenberger Brian,"VP, Commercial, Business Dev.",S - Sale,$0.60,-12663,214848,-6%,"-$7,570"
162,2023-01-25 17:25:25,2023-01-23,ZYNE,"Zynerba Pharmaceuticals, Inc.",Anido Armando,"COB, Chief Exec. Officer",S - Sale,$0.60,-35453,866127,-4%,"-$21,194"
163,2023-01-25 17:25:17,2023-01-23,BEAM,Beam Therapeutics Inc.,Burrell Terry-Ann,CFO,S - Sale+OE,$45.02,-20236,31277,-39%,"-$910,947"
164,2023-01-25 17:23:19,2023-01-23,PVL,Permianville Royalty Trust,Permianville Holdings LLC,10%,S - Sale,$3.05,-124000,7795920,-2%,"-$377,820"
165,2023-01-25 17:22:35,2023-01-23,PTRA,Proterra Inc,Joyce Gareth T,"CEO, Pres",S - Sale,$5.01,-22534,355272,-6%,"-$112,918"
166,2023-01-25 17:21:49,2023-01-24,CBSH,Commerce Bancshares Inc /mo/,Kellerhals Patricia R,SVP,S - Sale,$65.45,-1513,38065,-4%,"-$99,019"
167,2023-01-25 17:20:23,2023-01-24,FOLD,"Amicus Therapeutics, Inc.",Rosenberg Ellen,GC,S - Sale,$13.32,-31839,347345,-8%,"-$424,006"
168,2023-01-25 17:16:54,2023-01-23,UNFI,United Natural Foods Inc,Testa Christopher P.,Pres,S - Sale,$40.54,-27931,124848,-18%,"-$1,132,391"
169,2023-01-25 17:15:01,2023-01-23,UNFI,United Natural Foods Inc,Benedict Danielle,CHRO,S - Sale,$40.06,-7500,70255,-10%,"-$300,450"
170,2023-01-25 17:12:03,2023-01-23,AXAS,Abraxas Petroleum Corp,Krog George William Jr,Former VP CAO,S - Sale,$0.91,-3000,144980,-2%,"-$2,729"
171,2023-01-25 17:09:42,2023-01-23,TER,"Teradyne, Inc",Johnson Mercedes,Dir,S - Sale,$100.00,-750,19737,-4%,"-$75,000"
172,2023-01-25 17:08:54,2023-01-24,CRM,"Salesforce, Inc.",Benioff Marc,"Chair, Co-CEO",S - Sale+OE,$156.25,-725,27753609,0%,"-$113,279"
173,2023-01-25 17:08:30,2023-01-25,CBSH,Commerce Bancshares Inc /mo/,Kemper David W,Dir,S - Sale,$65.51,-21550,1599391,-1%,"-$1,411,743"
174,2023-01-25 17:06:10,2023-01-23,CTLT,"Catalent, Inc.",Hopson Ricky,Pres Clinical Dev Supply Div,S - Sale,$49.36,-643,16452,-4%,"-$31,738"
175,2023-01-25 17:03:29,2023-01-23,PKBK,"Parke Bancorp, Inc.",Kripitz Jeffrey H,Dir,S - Sale,$20.40,-10000,310818,-3%,"-$204,000"
176,2023-01-25 17:02:29,2023-01-23,TOST,"Toast, Inc.",Fredette Stephen,Co-Pres,S - Sale,$22.14,-136364,6416324,-2%,"-$3,018,417"
177,2023-01-25 17:00:42,2023-01-24,CBSH,Commerce Bancshares Inc /mo/,Roller David L.,SVP,S - Sale,$65.69,-1466,27024,-5%,"-$96,295"
178,2023-01-25 16:56:44,2023-01-23,PKBK,"Parke Bancorp, Inc.",Pantilione Vito S,"Pres, CEO",P - Purchase,$20.76,1100,280825,0%,"+$22,831"
179,2023-01-25 16:49:11,2021-02-22,USLM,United States Lime & Minerals Inc,Inberdon Enterprises Ltd,10%,P - Purchase,$127.09,52366,3530756,+2%,"+$6,654,938"
180,2023-01-25 16:46:26,2023-01-23,RL,Ralph Lauren Corp,Louvet Patrice,"Pres, CEO",S - Sale,$125.00,-18500,202332,-8%,"-$2,312,500"
181,2023-01-25 16:44:44,2023-01-23,GOOG,Alphabet Inc.,Walker John Kent,"Pres, Global Affairs, CLO",S - Sale,$100.00,-11313,345551,-3%,"-$1,131,300"
182,2023-01-25 16:44:43,2023-01-24,VLDR,"Velodyne Lidar, Inc.",Gupta Anurag,EVP of Engineering,S - Sale,$1.00,-12877,1358149,-1%,"-$12,877"
183,2023-01-25 16:43:17,2023-01-23,VLDR,"Velodyne Lidar, Inc.",Rekow Mathew,CTO,S - Sale+OE,$1.00,-3084,1052997,0%,"-$3,084"
184,2023-01-25 16:42:48,2023-01-23,TCX,Tucows Inc /pa/,Blacksheep Master Fund Ltd.,10%,S - Sale,$36.01,-8973,1117772,-1%,"-$323,122"
185,2023-01-25 16:41:35,2023-01-24,VLDR,"Velodyne Lidar, Inc.",McBeath Kathryn,Chief People Officer,S - Sale+OE,$1.00,-1039,574471,0%,"-$1,039"
186,2023-01-25 16:38:20,2023-01-23,NGM,Ngm Biopharmaceuticals Inc,Column Group L P,"Dir, 10%",P - Purchase,$5.00,9900,21536510,0%,"+$49,494"
187,2023-01-25 16:35:14,2023-01-23,NGM,Ngm Biopharmaceuticals Inc,Column Group L P,"Dir, 10%",P - Purchase,$5.00,9900,21536510,0%,"+$49,494"
188,2023-01-25 16:32:37,2023-01-23,FTCI,"Ftc Solar, Inc.",Arc Family Trust,10%,S - Sale,$3.10,-100000,15653357,-1%,"-$310,000"
189,2023-01-25 16:31:06,2023-01-23,NGM,Ngm Biopharmaceuticals Inc,Column Group L P,"Dir, 10%",P - Purchase,$5.00,9900,21536510,0%,"+$49,494"
190,2023-01-25 16:28:42,2023-01-23,HAE,Haemonetics Corp,Llorens Josep,"EVP, Global Manufacturing",S - Sale+OE,$90.00,-2391,17234,-12%,"-$215,190"
191,2023-01-25 16:28:22,2023-01-25,CTTH,"Ctt Pharmaceutical Holdings, Inc.","Ctt Pharmaceutical Holdings, Inc.",CEO,P - Purchase,$0.02,61695,857000,+8%,"+$1,481"
192,2023-01-25 16:26:03,2023-01-23,NGM,Ngm Biopharmaceuticals Inc,Goeddel David V,"Dir, 10%",P - Purchase,$5.00,9900,21797510,0%,"+$49,494"
193,2023-01-25 16:21:18,2023-01-24,MPWR,Monolithic Power Systems Inc,Xiao Deming,Pres of MPS Asia Operations,S - Sale,$430.00,-10243,252132,-4%,"-$4,404,490"
194,2023-01-25 16:20:27,2022-05-09,GNTY,Guaranty Bancshares Inc /tx/,Baker Richard W.,Dir,P - Purchase,$34.48,301,555801,0%,"+$10,379"
195,2023-01-25 16:19:34,2023-01-23,WK,Workiva Inc,Herz Robert H,Dir,S - Sale,$90.51,-7818,77836,-9%,"-$707,607"
196,2023-01-25 16:18:48,2023-01-23,FLYW,Flywire Corp,King David R.,CTO,S - Sale,$26.55,-13699,880833,-2%,"-$363,751"
197,2023-01-25 16:17:44,2023-01-23,APLS,"Apellis Pharmaceuticals, Inc.",Lewis Karen,Chief People Officer,S - Sale,$51.58,-2955,37709,-7%,"-$152,419"
198,2023-01-25 16:16:30,2023-01-24,PPL,Ppl Corp,Bonenberger David J,Pres of a PPL Subsidiary,S - Sale,$26.13,-719,39288,-2%,"-$18,787"
199,2023-01-25 16:15:20,2023-01-23,GOLF,Acushnet Holdings Corp.,Fila Holdings Corp.,"Dir, 10%",S - Sale,$46.11,-2168528,34935480,-6%,"-$100,001,018"
200,2023-01-25 16:15:00,2023-01-23,CMG,Chipotle Mexican Grill Inc,Brandt Christopher W,CMO,S - Sale+OE,"$1,595.00",-584,7782,-7%,"-$931,480"
201,2023-01-25 16:14:36,2023-01-23,APLS,"Apellis Pharmaceuticals, Inc.",Eisele Jeffrey,Chief Development Officer,S - Sale,$51.58,-4479,47718,-9%,"-$231,027"
202,2023-01-25 16:14:04,2023-01-23,SLB,Schlumberger Limited/nv,Sonthalia Rajeev,"Pres Digital, Integration",S - Sale+OE,$56.11,-65740,54378,-55%,"-$3,688,714"
203,2023-01-25 16:13:03,2023-01-23,CDXS,"Codexis, Inc.",Nicols John J,Dir,S - Sale+OE,$6.50,-75499,823750,-8%,"-$490,937"
204,2023-01-25 16:08:09,2023-01-23,VRTX,Vertex Pharmaceuticals Inc / Ma,Lee Yuchun,Dir,S - Sale+OE,$312.46,-6129,1875,-77%,"-$1,915,044"
205,2023-01-25 16:05:11,2023-01-23,TTGT,Techtarget Inc,Kitchens Rebecca,Pres,S - Sale,$49.13,-750,17746,-4%,"-$36,848"
206,2023-01-25 16:04:17,2023-01-23,MU,Micron Technology Inc,Beard Robert P,"SVP, GC, Secretary",S - Sale,$61.25,-3000,42840,-7%,"-$183,750"
207,2023-01-25 16:02:23,2023-01-23,AEHR,Aehr Test Systems,Sporck Alistair N,"VP, CONTACTOR BUSINESS UNIT",S - Sale,$34.52,-470,13124,-3%,"-$16,224"
208,2023-01-25 16:01:58,2023-01-24,NN,Nextnav Inc.,Shams Sammaad,Corporate Controller,S - Sale,$2.75,-603,14412,-4%,"-$1,658"
209,2023-01-25 16:01:35,2023-01-23,BFI,"Burgerfi International, Inc.",John Rosatti Revocable Trust,10%,S - Sale,$1.69,-10000,3159340,0%,"-$16,880"
210,2023-01-25 16:00:50,2023-01-23,AEHR,Aehr Test Systems,Posedel Rhea J,Dir,S - Sale,$33.90,-40000,572839,-7%,"-$1,356,000"
211,2023-01-25 15:23:32,2023-01-25,CCNE,Cnb Financial Corp/pa,Peduzzi Michael D,"Pres, CEO",P - Purchase,$23.30,1372,17345,+9%,"+$31,968"
212,2023-01-25 14:32:34,2023-01-24,BICX,Biocorrx Inc.,Lucido Louis C.,"Dir, 10%",P - Purchase,$1.20,200,101259,0%,+$240
213,2023-01-25 14:01:01,2023-01-24,FROG,Jfrog Ltd,Landman Yoav,CTO,S - Sale,$25.00,-29800,7336542,0%,"-$745,146"
214,2023-01-25 13:53:28,2023-01-24,PPG,Ppg Industries Inc,Foulkes Anne M.,"SVP, GC",S - Sale+OE,$128.33,-21757,16682,-57%,"-$2,791,985"
215,2023-01-25 13:49:09,2023-01-18,MILC,Millennium Sustainable Ventures Corp.,Sanlam International Investment Partners Ltd,10%,S - Sale,$0.13,-38000,1109891,-3%,"-$4,920"
216,2023-01-25 13:47:31,2013-01-23,PSMT,Pricesmart Inc,Diaz Frank Ramon,"EVP-Logistics, Distribution",S - Sale,$71.11,-2385,15437,-13%,"-$169,593"
217,2023-01-25 13:31:09,2023-01-23,CIEN,Ciena Corp,Smith Gary B,"Pres, CEO",S - Sale,$51.07,-3541,487487,-1%,"-$180,845"
218,2023-01-25 13:20:17,2023-01-23,LFLY,"Leafly Holdings, Inc. /De",Miyashita Yoko,CEO,S - Sale,$0.63,-4917,264583,-2%,"-$3,096"
219,2023-01-25 13:19:23,2023-01-23,LFLY,"Leafly Holdings, Inc. /De",Krishnaswamy Suresh,CFO,S - Sale,$0.63,-4076,187741,-2%,"-$2,566"
220,2023-01-25 13:18:42,2023-01-23,JEWL,Adamas One Corp.,Grdina John,"Pres, CEO",P - Purchase,$2.67,40000,6739458,+1%,"+$106,780"
221,2023-01-25 12:24:48,2023-01-24,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$2,068.23",21,360251,0%,"+$43,433"
222,2023-01-25 12:23:58,2023-01-23,MLAB,Mesa Laboratories Inc /co/,Sakys John,CFO,S - Sale+OE,$210.19,-2100,9796,-18%,"-$441,399"
223,2023-01-25 11:50:31,2023-01-23,CTS,Cts Corp,O'Sullivan Kieran M,"Pres, CEO",S - Sale,$47.00,-2961,497820,-1%,"-$139,169"
224,2023-01-25 11:36:45,2023-01-24,BMRA,Biomerica Inc,Irani Zackary S.,CEO,P - Purchase,$2.81,2000,1004160,0%,"+$5,620"
225,2023-01-25 10:52:33,2023-01-24,APLD,"Applied Blockchain, Inc.",Cummins Wes,"CEO; COB, 10%",P - Purchase,$2.45,25000,22957754,0%,"+$61,250"
226,2023-01-25 10:45:15,2023-01-23,LEGH,Legacy Housing Corp,Hodgson Curtis Drew,"Chairman of the Board, 10%",S - Sale,$19.13,-27496,7099792,0%,"-$525,990"
227,2023-01-25 10:30:27,2023-01-23,CHH,Choice Hotels International Inc /de,Wu Simone,SVP,S - Sale+OE,$125.04,-6342,39147,-14%,"-$793,004"
228,2023-01-25 09:59:26,2023-01-23,LFUS,Littelfuse Inc /de,Sethna Meenal,"EVP, CFO",S - Sale+OE,$251.40,-3478,17717,-16%,"-$874,374"
229,2023-01-24 21:57:13,2023-01-19,IONM,Assure Holdings Corp.,Parsons Preston T,10%,S - Sale,$0.35,-14500,3934498,0%,"-$5,010"
230,2023-01-24 21:42:09,2023-01-20,INKA,Kludein I Acquisition Corp,Ross Blake,10%,S - Sale,$10.25,-19000,275970,-6%,"-$194,750"
231,2023-01-24 21:33:08,2021-10-11,AMAT,Applied Materials Inc /de,Chen Xun,Dir,P - Purchase,$138.02,377,39868,+1%,"+$52,035"
232,2023-01-24 21:33:08,2023-01-20,AMAT,Applied Materials Inc /de,Chen Xun,Dir,S - Sale,$107.80,-377,39868,-1%,"-$40,641"
233,2023-01-24 21:26:40,2023-01-20,APPN,Appian Corp,"Abdiel Capital Advisors, LP",10%,P - Purchase,$39.36,283010,28968293,+1%,"+$11,139,394"
234,2023-01-24 21:05:22,2023-01-20,BOWL,Bowlero Corp.,Parker Brett I.,CFO,S - Sale,$14.50,-32500,2117673,-2%,"-$471,250"
235,2023-01-24 21:05:15,2023-01-20,BOWL,Bowlero Corp.,Shannon Thomas F.,"CEO, 10%",S - Sale,$14.37,-192654,1225774,-14%,"-$2,768,438"
236,2023-01-24 21:00:29,2023-01-20,ALTI,"Alvarium Tiedemann Holdings, Inc.",Grabowski Bertrand P.,Dir,S - Sale,$9.50,-12500,12500,-50%,"-$118,750"
237,2023-01-24 21:00:18,2023-01-20,ALTI,"Alvarium Tiedemann Holdings, Inc.",Karp Daniel Jeremy,Dir,S - Sale,$9.50,-12500,12500,-50%,"-$118,750"
238,2023-01-24 20:48:46,2023-01-24,PATK,Patrick Industries Inc,Cleveland Todd M,Dir,S - Sale,$67.83,-7000,272653,-3%,"-$474,792"
239,2023-01-24 20:19:16,2023-01-20,AXON,"Axon Enterprise, Inc.",Smith Patrick W,CEO,S - Sale+OE,$189.39,-395818,2537694,-13%,"-$74,962,468"
240,2023-01-24 20:08:49,2023-01-20,OTLK,"Outlook Therapeutics, Inc.",Evanson Jeff,Chief Commercial Officer,S - Sale,$1.11,-267000,745975,-26%,"-$296,370"
241,2023-01-24 20:08:20,2023-01-20,BTAI,"Bioxcel Therapeutics, Inc.",Yocca Frank,Chief Scientific Officer,S - Sale,$30.00,-50000,8397,-86%,"-$1,500,000"
242,2023-01-24 20:05:53,2023-01-23,NTRA,"Natera, Inc.",Rabinowitz Daniel,"SEC., GC",S - Sale+OE,$41.56,-2387,148853,-2%,"-$99,203"
243,2023-01-24 20:05:39,2023-01-23,NTRA,"Natera, Inc.",Chapman Steven Leonard,"CEO, Pres",S - Sale+OE,$41.56,-5370,103779,-5%,"-$223,176"
244,2023-01-24 20:05:33,2023-01-23,NTRA,"Natera, Inc.",Brophy Michael Burkes,CFO,S - Sale+OE,$41.56,-2273,103023,-2%,"-$94,465"
245,2023-01-24 20:05:22,2023-01-23,NTRA,"Natera, Inc.",Schueren Robert Alan,COO,S - Sale+OE,$41.56,-4256,118367,-3%,"-$176,878"
246,2023-01-24 20:05:13,2023-01-23,NTRA,"Natera, Inc.",Sheena Jonathan,CO-FOUNDER,S - Sale+OE,$41.56,-51,570926,0%,"-$2,120"
247,2023-01-24 20:04:38,2023-01-20,BTAI,"Bioxcel Therapeutics, Inc.",O'Neill Vincent,Chief Medical Officer,S - Sale+OE,$30.00,-29713,0,-100%,"-$891,390"
248,2023-01-24 19:53:47,2023-01-23,BE,Bloom Energy Corp,Moore Sharelynn Faye,"EVP, CMO",S - Sale,$25.00,-3963,78954,-5%,"-$99,075"
249,2023-01-24 19:50:15,2023-01-23,MGM,Mgm Resorts International,Sanders Corey Ian,COO,S - Sale,$40.00,-60000,267963,-18%,"-$2,400,000"
250,2023-01-24 19:47:38,2023-01-23,HCP,"Hashicorp, Inc.",Dadgar Armon,"CTO,, 10%",S - Sale+OE,$29.14,-38000,2236663,-2%,"-$1,107,435"
251,2023-01-24 19:25:54,2023-01-23,OSTK,"Overstock.Com, Inc",Messing Barbara,Dir,S - Sale+OE,$21.65,-600,4362,-12%,"-$12,990"
252,2023-01-24 19:24:26,2023-01-20,CCO,"Clear Channel Outdoor Holdings, Inc.",Ares Management LLC,10%,P - Purchase,$1.57,1230000,53631580,+2%,"+$1,927,006"
253,2023-01-24 19:22:23,2023-01-20,CCO,"Clear Channel Outdoor Holdings, Inc.",Ares Management LLC,10%,P - Purchase,$1.57,1230000,53631580,+2%,"+$1,927,006"
254,2023-01-24 19:15:51,2023-01-20,SNDA,"Sonida Senior Living, Inc.","Ortelius Advisors, L.P.",10%,P - Purchase,$15.44,5973,676778,+1%,"+$92,238"
255,2023-01-24 19:00:25,2023-01-19,BLFS,Biolife Solutions Inc,De Greef Roderick,Dir,S - Sale,$23.19,-3801,40160,-9%,"-$88,145"
256,2023-01-24 18:46:02,2023-01-23,INBX,"Inhibrx, Inc.",Lappe Mark,CEO,S - Sale,$25.42,-26000,3045714,-1%,"-$660,842"
257,2023-01-24 18:33:10,2023-01-23,VTYX,"Ventyx Biosciences, Inc.",White William Richard,Dir,S - Sale+OE,$35.10,-33353,0,-100%,"-$1,170,592"
258,2023-01-24 18:27:05,2022-11-22,VSH,Vishay Intertechnology Inc,Paul Gerald,"Pres, CEO",S - Sale,$22.63,-57076,159208,-26%,"-$1,291,630"
259,2023-01-24 18:24:58,2022-08-04,VSH,Vishay Intertechnology Inc,Paul Gerald,"Pres, CEO",S - Sale,$21.10,-50000,216284,-19%,"-$1,054,750"
260,2023-01-24 18:23:02,2023-01-23,OSTK,"Overstock.Com, Inc",Corbus Barclay F,Dir,S - Sale+OE,$21.47,-933,48973,-2%,"-$20,032"
261,2023-01-24 18:20:44,2023-01-20,VYGR,"Voyager Therapeutics, Inc.","Third Rock Ventures Iii, L.P.",10%,S - Sale,$9.12,-155000,5310634,-3%,"-$1,413,300"
262,2023-01-24 18:20:08,2023-01-24,DCPH,"Deciphera Pharmaceuticals, Inc.",Brightstar Associates LLC,10%,P - Purchase,$18.00,1666666,19718014,+9%,"+$29,999,988"
263,2023-01-24 18:17:03,2023-01-20,FCFS,"Firstcash Holdings, Inc.",Rippel Douglas Richard,"Dir, 10%",S - Sale,$89.65,-206460,7176152,-3%,"-$18,509,418"
264,2023-01-24 18:13:23,2023-01-06,TARS,"Tarsus Pharmaceuticals, Inc.",Azamian Bobak R.,"Pres, CEO, Board Chair",S - Sale,$15.00,-411,1131490,0%,"-$6,165"
265,2023-01-24 18:12:10,2023-01-20,PD,"Pagerduty, Inc.",Tejada Jennifer,CEO,S - Sale+OE,$28.03,-93942,823037,-10%,"-$2,633,194"
266,2023-01-24 18:08:27,2023-01-20,SGH,"Smart Global Holdings, Inc.",Pellegrino Thierry,"SVP, Pres, IPS",S - Sale,$16.62,-2764,80167,-3%,"-$45,938"
267,2023-01-24 18:05:22,2023-01-20,SOUN,"Soundhound Ai, Inc.",Sharan Nitesh,CFO,P - Purchase,$30.00,3334,3334,New,"+$100,020"
268,2023-01-24 18:03:44,2023-01-20,SOUN,"Soundhound Ai, Inc.",Ball Eric R.,Dir,P - Purchase,$30.00,3334,3334,New,"+$100,020"
269,2023-01-24 17:59:34,2023-01-20,AEHR,Aehr Test Systems,Posedel Rhea J,Dir,S - Sale,$31.40,-40000,612696,-6%,"-$1,256,000"
270,2023-01-24 17:54:45,2023-01-24,JBL,Jabil Inc,Dastoor Michael,"EVP, CFO",S - Sale,$81.05,-10902,176607,-6%,"-$883,586"
271,2023-01-24 17:50:34,2023-01-20,ATEC,"Alphatec Holdings, Inc.",Miles Patrick,CEO,S - Sale,$13.16,-180000,5562533,-3%,"-$2,368,200"
272,2023-01-24 17:45:52,2023-01-20,NARI,"Inari Medical, Inc.",Hykes Andrew,"Pres, CEO",S - Sale,$61.90,-9000,98696,-8%,"-$557,129"
273,2023-01-24 17:45:13,2023-01-23,AROW,Arrow Financial Corp,Read Colin L,Dir,S - Sale,$33.29,-600,12119,-5%,"-$19,974"
274,2023-01-24 17:40:17,2023-01-20,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,$78.79,-40000,1710605,-2%,"-$3,151,658"
275,2023-01-24 17:30:26,2023-01-20,DNA,"Ginkgo Bioworks Holdings, Inc.",Kelly Jason R,See remarks,S - Sale,$1.71,-296012,15359782,-2%,"-$505,667"
276,2023-01-24 17:29:22,2023-01-20,DNA,"Ginkgo Bioworks Holdings, Inc.",Canton Barry,10%,S - Sale,$1.71,-592025,31693699,-2%,"-$1,011,336"
277,2023-01-24 17:28:01,2023-01-20,DNA,"Ginkgo Bioworks Holdings, Inc.",Shetty Reshma P.,"See remarks, 10%",S - Sale,$1.71,-592025,31693699,-2%,"-$1,011,336"
278,2023-01-24 17:27:48,2023-01-23,FISV,Fiserv Inc,Chiarello Guy,COO,S - Sale,$105.03,-1063,265122,0%,"-$111,647"
279,2023-01-24 17:27:37,2023-01-23,TEAM,Atlassian Corp,Cannon-Brookes Michael,"Co-CEO, Co-Founder, 10%",S - Sale,$154.06,-8614,413472,-2%,"-$1,327,038"
280,2023-01-24 17:27:22,2023-01-23,TEAM,Atlassian Corp,Farquhar Scott,"Co-CEO, Co-Founder, 10%",S - Sale,$154.06,-8614,413472,-2%,"-$1,327,038"
281,2023-01-24 17:20:20,2023-01-20,HRI,Herc Holdings Inc,Icahn Carl C,10%,S - Sale,$144.17,-113456,7006945,-2%,"-$16,356,760"
282,2023-01-24 17:18:23,2023-01-20,PRVA,"Privia Health Group, Inc.",Sullivan William M,Dir,S - Sale,$25.36,-18153,5823811,0%,"-$460,360"
283,2023-01-24 17:16:35,2023-01-23,CRM,"Salesforce, Inc.",Benioff Marc,"Chair, Co-CEO",S - Sale+OE,$155.94,-725,27753609,0%,"-$113,059"
284,2023-01-24 17:16:11,2023-01-20,TPHS,Trinity Place Holdings Inc.,"Messinger, Matthew","Pres, CEO",P - Purchase,$0.85,1212,1844510,0%,"+$1,024"
285,2023-01-24 17:11:10,2023-01-23,DAWN,"Day One Biopharmaceuticals, Inc.",Bender Jeremy,CEO,S - Sale,$22.00,-12500,1744634,-1%,"-$274,988"
286,2023-01-24 17:10:15,2023-01-23,JBL,Jabil Inc,Sansone Thomas A,Dir,S - Sale,$80.25,-10000,1406245,-1%,"-$802,500"
287,2023-01-24 17:10:09,2023-01-23,JBL,Jabil Inc,Yap May Yee,"SVP, CIO",S - Sale,$81.10,-3616,38398,-9%,"-$293,258"
288,2023-01-24 17:09:52,2023-01-23,SLB,Schlumberger Limited/nv,Fyfe Kevin,"VP, Treasurer",S - Sale,$57.50,-36850,32105,-53%,"-$2,118,875"
289,2023-01-24 17:08:18,2023-01-23,SLB,Schlumberger Limited/nv,Guild Howard,Chief Accounting Officer,S - Sale,$56.99,-33063,35994,-48%,"-$1,884,260"
290,2023-01-24 17:06:36,2023-01-23,SLB,Schlumberger Limited/nv,Merad Abdellah,"EVP, Core Services, Equipment",S - Sale,$57.20,-70000,204357,-26%,"-$4,004,000"
291,2023-01-24 17:00:48,2022-09-15,QS,Quantumscape Corp,Saluja Dipender,Dir,S - Sale,$11.32,-369961,13454963,-3%,"-$4,187,216"
292,2023-01-24 17:00:36,2023-01-23,QS,Quantumscape Corp,Singh Mohit,Chief Development Officer,S - Sale+OE,$7.80,-8500,277794,-3%,"-$66,303"
293,2023-01-24 16:59:37,2023-01-23,HAYW,"Hayward Holdings, Inc.",Jones Eifion,"SVP, CFO",S - Sale+OE,$13.07,-52541,175282,-23%,"-$686,459"
294,2023-01-24 16:58:26,2023-01-23,MEG,"Montrose Environmental Group, Inc.",Perlman Richard E,Dir,S - Sale,$52.82,-52891,848944,-6%,"-$2,793,878"
295,2023-01-24 16:54:36,2023-01-20,NCMI,"National Cinemedia, Inc.",Felenstein Scott D,"Pres - Sales, Marketing",S - Sale+OE,$0.30,-11161,185021,-6%,"-$3,348"
296,2023-01-24 16:44:54,2023-01-23,ACN,Accenture Plc,Unruch Joel,"GC, Corp Secretary",S - Sale,$280.53,-556,42991,-1%,"-$155,976"
297,2023-01-24 16:37:51,2023-01-23,AKAM,Akamai Technologies Inc,Leighton F Thomson,CEO,P - Purchase,$87.79,571,2355858,0%,"+$50,131"
298,2023-01-24 16:36:10,2023-01-23,NOVT,Novanta Inc,Glastra Matthijs,CEO,S - Sale,$155.01,-6500,137290,-5%,"-$1,007,565"
299,2023-01-24 16:36:06,2023-01-23,CLNE,Clean Energy Fuels Corp.,Pratt Mitchell W,"COO, Secretary",S - Sale,$5.57,-8140,854313,-1%,"-$45,307"
300,2023-01-24 16:34:40,2023-01-20,XPEL,"Xpel, Inc.",Crumly Richard K.,Dir,S - Sale,$71.32,-20000,1827241,-1%,"-$1,426,400"
301,2023-01-24 16:34:39,2023-01-23,CLNE,Clean Energy Fuels Corp.,Corbus Barclay,"SVP, Strategic Development",S - Sale,$5.49,-11286,630101,-2%,"-$61,960"
302,2023-01-24 16:32:32,2022-01-23,NDAQ,"Nasdaq, Inc.",Skule Jeremy,EVP,S - Sale,$61.75,-2100,72567,-3%,"-$129,675"
303,2023-01-24 16:30:47,2023-01-20,FULC,"Fulcrum Therapeutics, Inc.","Ra Capital Management, L.P.",10%,P - Purchase,$13.00,1923076,11609704,+20%,"+$24,999,988"
304,2023-01-24 16:30:11,2023-01-20,UTHR,United Therapeutics Corp,Rothblatt Martine A,"Chairperson, CEO",S - Sale+OE,$259.79,-16000,644479,-2%,"-$4,156,674"
305,2023-01-24 16:17:40,2023-01-20,DXCM,Dexcom Inc,Sayer Kevin R,"Pres CEO, COB of",S - Sale,$105.75,-45607,426645,-10%,"-$4,822,872"
306,2023-01-24 16:16:53,2023-01-24,DXLG,"Destination Xl Group, Inc.",Cooney John F,"SVP, Chief Accounting Officer",S - Sale+OE,$7.25,-13000,54559,-19%,"-$94,250"
307,2023-01-24 16:16:23,2023-01-23,DXCM,Dexcom Inc,Pacelli Steven Robert,EVP MD Dexcom V,S - Sale,$107.86,-412,136876,0%,"-$44,438"
308,2023-01-24 16:09:05,2023-01-23,STIM,"Neuronetics, Inc.",Macan William Andrew,"SVP, GC",S - Sale,$5.96,-16046,338719,-5%,"-$95,634"
309,2023-01-24 16:08:54,2023-01-20,PEAR,"Pear Therapeutics, Inc.",O'Brien Ronan,"GC, CCO, Secretary",S - Sale,$1.13,-12162,18638,-39%,"-$13,743"
310,2023-01-24 16:08:49,2023-01-20,PEAR,"Pear Therapeutics, Inc.",Snow Ellen,Chief Accounting Officer,S - Sale,$1.13,-8027,23318,-26%,"-$9,071"
311,2023-01-24 16:08:33,2023-01-20,PEAR,"Pear Therapeutics, Inc.",Strandberg Julia,Chief Commercial Officer,S - Sale,$1.13,-12688,28612,-31%,"-$14,337"
312,2023-01-24 16:08:15,2023-01-20,PEAR,"Pear Therapeutics, Inc.",Brenner Erin K.,Chief Product Dev. Officer,S - Sale,$1.13,-8690,43310,-17%,"-$9,820"
